"","SourceFiscalYear","FiscalYear","OriginType","AccountDSI","EnactedTotal","EnactedType"
"1",2012,2010,"Base","Unlabeled",0,0
"2",2012,2010,"OCO","Unlabeled",0,0
"3",2012,2010,"Total","",0,0
"4",2012,2010,"Total","* Reflects the FY 2011 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",0,0
"5",2012,2010,"Total","** Adjusts each budget line included in the FY 2011 President's Budget request proportionally to match the Annualized Continuing Resolution funding",0,0
"6",2012,2010,"Total","0100",0,0
"7",2012,2010,"Total","0104",0,0
"8",2012,2010,"Total","0105",0,0
"9",2012,2010,"Total","0107",0,0
"10",2012,2010,"Total","0107D",0,0
"11",2012,2010,"Total","0111",0,0
"12",2012,2010,"Total","0118",0,0
"13",2012,2010,"Total","0130",0,0
"14",2012,2010,"Total","0130D",0,0
"15",2012,2010,"Total","0134",0,0
"16",2012,2010,"Total","0144D",0,0
"17",2012,2010,"Total","0300D",0,0
"18",2012,2010,"Total","0303D",0,0
"19",2012,2010,"Total","0350D",0,0
"20",2012,2010,"Total","0360D",0,0
"21",2012,2010,"Total","0390D",0,0
"22",2012,2010,"Total","0400D",0,0
"23",2012,2010,"Total","0460D",0,0
"24",2012,2010,"Total","0810",0,0
"25",2012,2010,"Total","0811",0,0
"26",2012,2010,"Total","0819",0,0
"27",2012,2010,"Total","0833",0,0
"28",2012,2010,"Total","0838",0,0
"29",2012,2010,"Total","1106",0,0
"30",2012,2010,"Total","1107",0,0
"31",2012,2010,"Total","1109N",0,0
"32",2012,2010,"Total","1236",0,0
"33",2012,2010,"Total","1319N",0,0
"34",2012,2010,"Total","1506N",0,0
"35",2012,2010,"Total","1507N",0,0
"36",2012,2010,"Total","1508N",0,0
"37",2012,2010,"Total","1611N",0,0
"38",2012,2010,"Total","1804",0,0
"39",2012,2010,"Total","1806",0,0
"40",2012,2010,"Total","1810N",0,0
"41",2012,2010,"Total","2020",0,0
"42",2012,2010,"Total","2031A",0,0
"43",2012,2010,"Total","2032A",0,0
"44",2012,2010,"Total","2033A",0,0
"45",2012,2010,"Total","2034A",0,0
"46",2012,2010,"Total","2035A",0,0
"47",2012,2010,"Total","2040A",0,0
"48",2012,2010,"Total","2065",0,0
"49",2012,2010,"Total","2080",0,0
"50",2012,2010,"Total","2091",0,0
"51",2012,2010,"Total","2092",0,0
"52",2012,2010,"Total","2093A",0,0
"53",2012,2010,"Total","2096",0,0
"54",2012,2010,"Total","3010F",0,0
"55",2012,2010,"Total","3011F",0,0
"56",2012,2010,"Total","3020F",0,0
"57",2012,2010,"Total","3024F",0,0
"58",2012,2010,"Total","3080F",0,0
"59",2012,2010,"Total","3400",0,0
"60",2012,2010,"Total","3600F",0,0
"61",2012,2010,"Total","3740",0,0
"62",2012,2010,"Total","3840",0,0
"63",2012,2010,"Total","4557N",0,0
"64",2012,2010,"Total","4640D",0,0
"65",2012,2010,"Total","493001A",0,0
"66",2012,2010,"Total","493002N",0,0
"67",2012,2010,"Total","493003F",0,0
"68",2012,2010,"Total","493004D",0,0
"69",2012,2010,"Total","493005D",0,0
"70",2012,2010,"Total","4965",0,0
"71",2012,2010,"Total","5188",0,0
"72",2012,2010,"Total","5189",0,0
"73",2012,2010,"Total","5286",0,0
"74",2012,2010,"Total","by appropriation.",0,0
"75",2012,2010,"Total","level for each appropriation.",0,0
"76",2012,2010,"Total","Unlabeled",0,0
"77",2012,2011,"Base","",0,0
"78",2012,2011,"Base","* Reflects the FY 2011 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",0,0
"79",2012,2011,"Base","** Adjusts each budget line included in the FY 2011 President's Budget request proportionally to match the Annualized Continuing Resolution funding",0,0
"80",2012,2011,"Base","0100",0,56393146
"81",2012,2011,"Base","0104",0,27828
"82",2012,2011,"Base","0105",0,2316452
"83",2012,2011,"Base","0107",0,576200
"84",2012,2011,"Base","0107D",0,0
"85",2012,2011,"Base","0111",0,823748
"86",2012,2011,"Base","0118",0,0
"87",2012,2011,"Base","0130",0,58494356
"88",2012,2011,"Base","0130D",0,972549
"89",2012,2011,"Base","0134",0,847120
"90",2012,2011,"Base","0144D",0,0
"91",2012,2011,"Base","0300D",0,0
"92",2012,2011,"Base","0303D",0,0
"93",2012,2011,"Base","0350D",0,0
"94",2012,2011,"Base","0360D",0,0
"95",2012,2011,"Base","0390D",0,810640
"96",2012,2011,"Base","0400D",0,41250190
"97",2012,2011,"Base","0460D",0,376474
"98",2012,2011,"Base","0810",0,2426162
"99",2012,2011,"Base","0811",0,584664
"100",2012,2011,"Base","0819",0,219462
"101",2012,2011,"Base","0833",0,0
"102",2012,2011,"Base","0838",0,0
"103",2012,2011,"Base","1106",0,11064302
"104",2012,2011,"Base","1107",0,445788
"105",2012,2011,"Base","1109N",0,0
"106",2012,2011,"Base","1236",0,0
"107",2012,2011,"Base","1319N",0,39816972
"108",2012,2011,"Base","1506N",0,0
"109",2012,2011,"Base","1507N",0,0
"110",2012,2011,"Base","1508N",0,0
"111",2012,2011,"Base","1611N",0,0
"112",2012,2011,"Base","1804",0,69341474
"113",2012,2011,"Base","1806",0,2544198
"114",2012,2011,"Base","1810N",0,0
"115",2012,2011,"Base","2020",0,61491290
"116",2012,2011,"Base","2031A",0,0
"117",2012,2011,"Base","2032A",0,0
"118",2012,2011,"Base","2033A",0,0
"119",2012,2011,"Base","2034A",0,0
"120",2012,2011,"Base","2035A",0,0
"121",2012,2011,"Base","2040A",0,22829028
"122",2012,2011,"Base","2065",0,12369856
"123",2012,2011,"Base","2080",0,5228408
"124",2012,2011,"Base","2091",0,0
"125",2012,2011,"Base","2092",0,0
"126",2012,2011,"Base","2093A",0,0
"127",2012,2011,"Base","2096",0,0
"128",2012,2011,"Base","3010F",0,0
"129",2012,2011,"Base","3011F",0,0
"130",2012,2011,"Base","3020F",0,0
"131",2012,2011,"Base","3024F",0,583430
"132",2012,2011,"Base","3080F",0,0
"133",2012,2011,"Base","3400",0,66360090
"134",2012,2011,"Base","3600F",0,55918312
"135",2012,2011,"Base","3740",0,6254524
"136",2012,2011,"Base","3840",0,11749706
"137",2012,2011,"Base","4557N",0,3413880
"138",2012,2011,"Base","4640D",0,0
"139",2012,2011,"Base","493001A",0,109272
"140",2012,2011,"Base","493002N",0,0
"141",2012,2011,"Base","493003F",0,133722
"142",2012,2011,"Base","493004D",0,2547142
"143",2012,2011,"Base","493005D",0,111498
"144",2012,2011,"Base","4965",0,0
"145",2012,2011,"Base","5188",0,182634
"146",2012,2011,"Base","5189",0,180000
"147",2012,2011,"Base","5286",0,50
"148",2012,2011,"Base","by appropriation.",0,0
"149",2012,2011,"Base","level for each appropriation.",0,0
"150",2012,2011,"Base","Unlabeled",0,105969085
"151",2012,2011,"OCO","",0,0
"152",2012,2011,"OCO","* Reflects the FY 2011 President's Budget with an undistributed adjustment to match the Annualized Continuing Resolution funding level",0,0
"153",2012,2011,"OCO","** Adjusts each budget line included in the FY 2011 President's Budget request proportionally to match the Annualized Continuing Resolution funding",0,0
"154",2012,2011,"OCO","0100",0,17151000
"155",2012,2011,"OCO","0104",0,0
"156",2012,2011,"OCO","0105",0,865028
"157",2012,2011,"OCO","0107",0,17752
"158",2012,2011,"OCO","0107D",0,0
"159",2012,2011,"OCO","0111",0,0
"160",2012,2011,"OCO","0118",0,1e+07
"161",2012,2011,"OCO","0130",0,2574340
"162",2012,2011,"OCO","0130D",0,0
"163",2012,2011,"OCO","0134",0,0
"164",2012,2011,"OCO","0144D",0,0
"165",2012,2011,"OCO","0300D",0,0
"166",2012,2011,"OCO","0303D",0,0
"167",2012,2011,"OCO","0350D",0,0
"168",2012,2011,"OCO","0360D",0,0
"169",2012,2011,"OCO","0390D",0,0
"170",2012,2011,"OCO","0400D",0,343456
"171",2012,2011,"OCO","0460D",0,0
"172",2012,2011,"OCO","0810",0,0
