"","SourceFiscalYear","Account","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","FiscalYear","Project.Title","Treasury.Agency","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"266",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","REFUSE & GARBAGE FAC","WOLVERINE","2010","Waste Management Complex","A","Total",NA,27600,NA,NA,NA
"267",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AK","ALASKA","TRAINING FACILITIES OTHER THAN BUILDINGS","FORT RICHARDSON","2010","Airborne Sustainment Training Complex","A","Total",NA,24400,NA,NA,NA
"268",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AK","ALASKA","TRAINING RANGES","FORT RICHARDSON","2010","Combat Pistol Range","A","Total",NA,19600,NA,NA,NA
"269",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AK","ALASKA","AIRFIELD OPERATIONAL BUILDINGS","FORT RICHARDSON","2010","Training Aids Center","A","Total",NA,8200,NA,NA,NA
"270",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AK","ALASKA","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT RICHARDSON","2010","Warrior in Transition Complex","A","Total",NA,172000,NA,NA,NA
"271",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AK","ALASKA","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT WAINWRIGHT","2010","Aviation Task Force Complex, Ph 1","A","Total",NA,380000,NA,NA,NA
"272",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AK","ALASKA","AIRFIELD OPERATIONAL BUILDINGS","FORT WAINWRIGHT","2010","Aviation Unit Operations Complex","A","Total",NA,76000,NA,NA,NA
"273",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AK","ALASKA","RAILROAD TRACKS","FORT WAINWRIGHT","2010","Railhead Complex","A","Total",NA,104000,NA,NA,NA
"274",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AK","ALASKA","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT WAINWRIGHT","2010","Warrior in Transition Complex","A","Total",NA,112000,NA,NA,NA
"275",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AL","ALABAMA","ELECTRIC POWER TRANSMISSION & DIST LINES","ANNISTON ARMY DEPOT","2010","Underground Electric Lines","A","Total",NA,13200,NA,NA,NA
"276",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AL","ALABAMA","AIRFIELD OPERATIONAL BUILDINGS","REDSTONE ARSENAL","2010","Gate 7 Access Control Point","A","Total",NA,14200,NA,NA,NA
"277",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AR","ARKANSAS","DEPOT & ARSENAL AMMUNITION STORAGE","PINE BLUFF ARSENAL","2010","Fuse & Detonator Magazine, Depot Level","A","Total",NA,1e+05,NA,NA,NA
"278",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AZ","ARIZONA","AIRFIELD OPERATIONAL BUILDINGS","FORT HUACHUCA","2010","Battalion Headquarters Uav","A","Total",NA,24000,NA,NA,NA
"279",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AZ","ARIZONA","SAFETY, DISP, & REHAB FAC","FORT HUACHUCA","2010","Fire Station","A","Total",NA,26800,NA,NA,NA
"280",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","AZ","ARIZONA","TRAINING BUILDINGS","FORT HUACHUCA","2010","UAV ER/MPEr/Mp","A","Total",NA,60000,NA,NA,NA
"281",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","BE","BELGIUM","ADMIN BLDGS","BRUSSELS","2010","NATO SOF Operational Support","A","Total",NA,80000,NA,NA,NA
"282",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","TRAINING RANGES","FORT IRWIN","2010","MOUT Assault Course, Ph 4","A","Total",NA,38000,NA,NA,NA
"283",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","TRAINING RANGES","FORT CARSON, COLORADO","2010","Automated Multipurpose Machine Gun Range","A","Total",NA,29600,NA,NA,NA
"284",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","TRAINING RANGES","FORT CARSON, COLORADO","2010","Automated Qualification Training Range","A","Total",NA,44000,NA,NA,NA
"285",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT CARSON, COLORADO","2010","Brigade Complex","A","Total",NA,201000,NA,NA,NA
"286",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","RETAIL SALE & SERVICES FAC","FORT CARSON, COLORADO","2010","Commissary","A","Total",NA,140000,NA,NA,NA
"287",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","TRAINING FACILITIES OTHER THAN BUILDINGS","FORT CARSON, COLORADO","2010","Convoy Live Fire Range","A","Total",NA,26000,NA,NA,NA
"288",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","TRAINING RANGES","FORT CARSON, COLORADO","2010","Modified Record Fire Range","A","Total",NA,17800,NA,NA,NA
"289",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","RAILROAD TRACKS","FORT CARSON, COLORADO","2010","Railroad Tracks","A","Total",NA,56000,NA,NA,NA
"290",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","TRAINING RANGES","FORT CARSON, COLORADO","2010","Scout/RECCE Gunnery Complex","A","Total",NA,32000,NA,NA,NA
"291",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","AIRFIELD OPERATIONAL BUILDINGS","FORT CARSON, COLORADO","2010","Training Aids Center","A","Total",NA,74000,NA,NA,NA
"292",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","TRAINING RANGES","FORT CARSON, COLORADO","2010","Urban Assault Course","A","Total",NA,12400,NA,NA,NA
"293",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","CO","COLORADO","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT CARSON, COLORADO","2010","Warrior in Transition (WT) Complex","A","Total",NA,224000,NA,NA,NA
"294",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","TRAINING RANGES","EGLIN AFB","2010","Anti-Armor, Tracking & Live Fire Range","A","Total",NA,13600,NA,NA,NA
"295",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","TRAINING RANGES","EGLIN AFB","2010","Automated Qualification/Training Range","A","Total",NA,48000,NA,NA,NA
"296",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","TRAINING RANGES","EGLIN AFB","2010","Basic 10M - 25M  Firing Range (Zero)","A","Total",NA,12200,NA,NA,NA
"297",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","POTABLE WATER SUPPLY, TREATMENT & STORAGE","EGLIN AFB","2010","Elevated Water Storage Tank","A","Total",NA,4800,NA,NA,NA
"298",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","TRAINING RANGES","EGLIN AFB","2010","Grenade Launcher Range","A","Total",NA,6400,NA,NA,NA
"299",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","TRAINING RANGES","EGLIN AFB","2010","Hand Grenade Qualification Course","A","Total",NA,5600,NA,NA,NA
"300",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","TRAINING BUILDINGS","EGLIN AFB","2010","Indoor Firing Range","A","Total",NA,35600,NA,NA,NA
"301",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","TRAINING RANGES","EGLIN AFB","2010","Light Demolition Range","A","Total",NA,8800,NA,NA,NA
"302",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","TRAINING RANGES","EGLIN AFB","2010","Live Fire Exercise Breach Facility","A","Total",NA,19800,NA,NA,NA
"303",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","TRAINING RANGES","EGLIN AFB","2010","Live Fire Exercise Shoothouse","A","Total",NA,32000,NA,NA,NA
"304",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","TRAINING RANGES","EGLIN AFB","2010","Non-Standard Small Arms Range","A","Total",NA,13600,NA,NA,NA
"305",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","EGLIN AFB","2010","Operations Complex, Ph 3","A","Total",NA,320000,NA,NA,NA
"306",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","TRAINING RANGES","EGLIN AFB","2010","Urban Assault Course","A","Total",NA,10800,NA,NA,NA
"307",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","ADMIN BLDGS","MIAMI DORAL","2010","SOUTHCOM Headquarters, Incr 3","A","Total",NA,166200,NA,NA,NA
"308",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","SIMULATION FACILITIES","FORT BENNING","2010","Battle Lab","A","Total",NA,120000,NA,NA,NA
"309",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","TRAINING FACILITIES OTHER THAN BUILDINGS","FORT BENNING","2010","Combined Arms Collective Training Facility","A","Total",NA,43200,NA,NA,NA
"310",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","UNACCOM PERSONNEL HOUSING MESS FAC","FORT BENNING","2010","Dining Facility","A","Total",NA,60000,NA,NA,NA
"311",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","TRAINING RANGES","FORT BENNING","2010","Fire and Movement Range","A","Total",NA,11200,NA,NA,NA
"312",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT BENNING","2010","Trainee Barracks Complex, Ph 1","A","Total",NA,296000,NA,NA,NA
"313",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","ROADS","FORT BENNING","2010","Training Area Tank Trails","A","Total",NA,38800,NA,NA,NA
"314",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","UNACCOM PERSONNEL HOUSING MESS FAC","FORT BENNING","2010","Training Battalion Complex","A","Total",NA,152000,NA,NA,NA
"315",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","UNACCOM PERSONNEL HOUSING MESS FAC","FORT BENNING","2010","Training Battalion Complex, Ph 1","A","Total",NA,248000,NA,NA,NA
"316",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT BENNING","2010","Warrior in Transition (WT) Complex","A","Total",NA,212000,NA,NA,NA
"317",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","AIRFIELD OPERATIONAL BUILDINGS","FORT GILLEM","2010","Forensic Lab","A","Total",NA,43200,NA,NA,NA
"318",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","TRAINING RANGES","FORT STEWART, GEORGIA","2010","Automated Sniper Field Fire Range","A","Total",NA,13600,NA,NA,NA
"319",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT STEWART, GEORGIA","2010","Barracks & Dining, Increment 2","A","Total",NA,240000,NA,NA,NA
"320",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","AIRFIELD OPERATIONAL BUILDINGS","FORT STEWART, GEORGIA","2010","Brigade Complex","A","Total",NA,192000,NA,NA,NA
"321",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","GA","GEORGIA","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT STEWART, GEORGIA","2010","Warrior in Transition (WT) Complex","A","Total",NA,196000,NA,NA,NA
"322",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","GY","GERMANY","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","ANSBACH","2010","Barracks","A","Total",NA,126800,NA,NA,NA
"323",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","GY","GERMANY","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","KLEBER KASERNE","2010","Barracks","A","Total",NA,80000,NA,NA,NA
"324",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","SCHOFIELD BARRACKS","2010","Vehicle Maintenance Shop","A","Total",NA,396000,NA,NA,NA
"325",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","SCHOFIELD BARRACKS","2010","Warrior in Transition (WT) Barracks","A","Total",NA,220000,NA,NA,NA
"326",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","AIRFIELD OPERATIONAL BUILDINGS","SCHOFIELD BARRACKS","2010","Warrior in Transition Complex","A","Total",NA,120000,NA,NA,NA
"327",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","COMMUNICATION BUILDINGS","WHEELER AFB","2010","Regional SATCOM Information Center","A","Total",NA,30000,NA,NA,NA
"328",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","IT","ITALY","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","VICENZA","2010","BDE Complex - Barracks/Community, Incr 3","A","Total",NA,67500,NA,NA,NA
"329",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","IT","ITALY","AIRFIELD OPERATIONAL BUILDINGS","VICENZA","2010","BDE Complex - Operations Spt Fac, Incr 3","A","Total",NA,70500,NA,NA,NA
"330",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","JA","JAPAN","AIRFIELD OPERATIONAL BUILDINGS","OKINAWA","2010","Training Aids Center","A","Total",NA,24000,NA,NA,NA
"331",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","JA","JAPAN","AIRFIELD OPERATIONAL BUILDINGS","SAGAMIHARA","2010","Training Aids Center","A","Total",NA,24000,NA,NA,NA
"332",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KR","KOREA","REPLACE TELE. AND SECURITY FORCES FACILITY","CAMP HUMPHREYS","2010","Fire Stations","A","Total",NA,52800,NA,NA,NA
"333",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KR","KOREA","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","CAMP HUMPHREYS","2010","Vehicle Maintenance Shop","A","Total",NA,148000,NA,NA,NA
"334",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","SEWAGE & INDUSTRIAL WASTE TREATMENT & DISPOSAL","FORT RILEY, KANSAS","2010","Advanced Waste Water Treatment Plant","A","Total",NA,112000,NA,NA,NA
"335",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT RILEY, KANSAS","2010","Battalion Complex","A","Total",NA,236000,NA,NA,NA
"336",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT RILEY, KANSAS","2010","Brigade Complex","A","Total",NA,196000,NA,NA,NA
"337",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","AIRFIELD OPERATIONAL BUILDINGS","FORT RILEY, KANSAS","2010","Estes Road Access Control Building","A","Total",NA,24400,NA,NA,NA
"338",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","INSTALL & READY-ISSUE AMMUNITION STORAGE","FORT RILEY, KANSAS","2010","Igloo Storage, Installation","A","Total",NA,28800,NA,NA,NA
"339",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","LAND VEHICLE FUEL DISPENSING FACILITIES","FORT RILEY, KANSAS","2010","Land Vehicle Fueling Facility","A","Total",NA,14800,NA,NA,NA
"340",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","AIRFIELD OPERATIONAL BUILDINGS","FORT RILEY, KANSAS","2010","Training Aids Center","A","Total",NA,62000,NA,NA,NA
"341",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KU","KUWAIT","DEPOT & ARSENAL COVERED STORAGE","CAMP ARIFJAN, KUWAIT","2010","APS Warehouses","A","Total",NA,328000,NA,NA,NA
"342",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","RELIGIOUS FACILITIES","FORT CAMPBELL, KENTUCKY","2010","Chapel Complex","A","Total",NA,57600,NA,NA,NA
"343",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT KNOX","2010","Warrior in Transition (WT) Complex","A","Total",NA,280000,NA,NA,NA
"344",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","LA","LOUISIANA","TRAINING RANGES","FORT POLK, LOUISIANA","2010","Multipurpose Machine Gun Range","A","Total",NA,25600,NA,NA,NA
"345",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","LA","LOUISIANA","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT POLK, LOUISIANA","2010","Warrior in Transition (WT) Complex","A","Total",NA,128000,NA,NA,NA
"346",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","RDT&E SCIENCE LABORARTORIES","ABERDEEN PROVING GROUND","2010","Advanced Chemistry Lab","A","Total",NA,62000,NA,NA,NA
"347",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","INSTALLATION SUPPORT FAC","FORT DETRICK","2010","Auditorium and Training Center Expansion","A","Total",NA,29600,NA,NA,NA
"348",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","COMMUNICATION BUILDINGS","FORT DETRICK","2010","Satellite Communications Center","A","Total",NA,72000,NA,NA,NA
"349",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","COMMUNICATION BUILDINGS","FORT DETRICK","2010","Satellite Communications Facility","A","Total",NA,84000,NA,NA,NA
"350",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","ROADS","FORT MEADE","2010","Intersection, Rockenbach Rd and Cooper Ave","A","Total",NA,9400,NA,NA,NA
"351",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","TRAINING BUILDINGS","FORT LEONARD WOOD","2010","Automated-Aided Instruction Facility","A","Total",NA,108000,NA,NA,NA
"352",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","DISPENSARIES & CLINICS","FORT LEONARD WOOD","2010","Health Clinic","A","Total",NA,31200,NA,NA,NA
"353",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT LEONARD WOOD","2010","Trainee Barracks Complex 3, Ph 1","A","Total",NA,2e+05,NA,NA,NA
"354",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT LEONARD WOOD","2010","Trainee Barracks Complex 6, Ph 2","A","Total",NA,244000,NA,NA,NA
"355",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT LEONARD WOOD","2010","Transient Advanced Trainee Barracks, Ph 1","A","Total",NA,216000,NA,NA,NA
"356",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT LEONARD WOOD","2010","Warrior in Transition Complex","A","Total",NA,78000,NA,NA,NA
"357",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","TRAINING FACILITIES OTHER THAN BUILDINGS","FORT LEONARD WOOD","2010","Wheeled Vehicle Drivers Course","A","Total",NA,70000,NA,NA,NA
"358",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","TRAINING RANGES","FORT BRAGG","2010","Automated Multipurpose Machine Gun","A","Total",NA,17400,NA,NA,NA
"359",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","TRAINING RANGES","FORT BRAGG","2010","Automated Sniper Field Fire Range","A","Total",NA,13800,NA,NA,NA
"360",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","AIRFIELD OPERATIONAL BUILDINGS","FORT BRAGG","2010","Company Operations Facility","A","Total",NA,13200,NA,NA,NA
"361",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","SIMULATION FACILITIES","FORT BRAGG","2010","Simulations Center","A","Total",NA,2e+05,NA,NA,NA
"362",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT BRAGG","2010","Transient Training Barracks Complex","A","Total",NA,66000,NA,NA,NA
"363",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","FORT BRAGG","2010","Vehicle Maintenance Shop","A","Total",NA,148000,NA,NA,NA
"364",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","MISC UTILITIES-EACH","SUNNY POINT MILITARY OCEAN TERMINAL","2010","Lightning Protection System","A","Total",NA,1e+05,NA,NA,NA
"365",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","OPERATIONAL SUPPORT FACILITIES OTHER THAN BUILDINGS","SUNNY POINT MILITARY OCEAN TERMINAL","2010","Towers","A","Total",NA,15600,NA,NA,NA
"366",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","PROPULSION RDT&E BUILDINGS","PICATINNY ARSENAL","2010","Ballistic Evaluation Facility, Ph 2","A","Total",NA,40800,NA,NA,NA
"367",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","TRAINING RANGES","FORT DRUM, NEW YORK","2010","All Weather Marksmanship Facility","A","Total",NA,32800,NA,NA,NA
"368",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT DRUM, NEW YORK","2010","Barracks","A","Total",NA,228000,NA,NA,NA
"369",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT DRUM, NEW YORK","2010","Warrior in Transition Complex","A","Total",NA,84000,NA,NA,NA
"370",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","POTABLE WATER DISTRIBUTION SYSTEM","FORT DRUM, NEW YORK","2010","Water System Expansion","A","Total",NA,26000,NA,NA,NA
"371",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT SILL","2010","AIT Barracks Complex, Ph 1","A","Total",NA,244000,NA,NA,NA
"372",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","TRAINING RANGES","FORT SILL","2010","Automated Infantry Squad Battle Course","A","Total",NA,14000,NA,NA,NA
"373",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT SILL","2010","Barracks","A","Total",NA,260000,NA,NA,NA
"374",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT SILL","2010","Warrior In Transition Complex","A","Total",NA,88000,NA,NA,NA
"375",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","INSTALL & ORG COVERED STORAGE","MCALESTER","2010","General Purpose Storage Building","A","Total",NA,44800,NA,NA,NA
"376",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","DEPOT & ARSENAL AMMUNITION STORAGE","MCALESTER","2010","High Explosive Magazine, Depot Level","A","Total",NA,5200,NA,NA,NA
"377",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","PIERS AND WHARFS","CHARLESTON NAVAL WEAPON STATION","2010","Pier and Loading/Unloading Ramps","A","Total",NA,22800,NA,NA,NA
"378",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","RAILROAD TRACKS","CHARLESTON NAVAL WEAPON STATION","2010","Railroad Tracks","A","Total",NA,48000,NA,NA,NA
"379",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","REFUSE & GARBAGE FAC","CHARLESTON NAVAL WEAPON STATION","2010","Staging Area","A","Total",NA,16400,NA,NA,NA
"380",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT JACKSON","2010","Advanced Skills Trainee Barracks","A","Total",NA,128000,NA,NA,NA
"381",2011,"2050","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","TRAINING RANGES","FORT JACKSON","2010","Infiltration Course","A","Total",NA,7600,NA,NA,NA
